Beseda;Pomen_ID;Razlaga;Originalni_Zgled;Poved
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred poldnevom bom doma;Jutri pred poldnevom bom doma, zato mi lahko pošlješ paket.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred poldnevom bom doma;Če boš prišel pred poldnevom, bom že v kuhinji pripravil kosilo.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred poldnevom bom doma;Zaradi sestanka bom pred poldnevom doma in bom lahko sodeloval v video klicu.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred poldnevom bom doma;Moj brat bo pred poldnevom doma, ko boš prinesel nove knjige.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred poldnevom bom doma;Danes pred poldnevom bom doma, da bom lahko pomagal sestri pri selitvi.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;vstaja pred šesto uro;Moj oče vstaja pred šesto uro, da si lahko v miru prebere Novine.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;vstaja pred šesto uro;Zaradi jutranjega teka vstaja Ana pred šesto uro vsak ponedeljek.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;vstaja pred šesto uro;Včasih vstajam pred šesto uro, ko je še tiho in se lahko osredotočim na meditacijo.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;vstaja pred šesto uro;Naš učitelj vstaja pred šesto uro, da pravočasno pripravi učni načrt.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;vstaja pred šesto uro;Mlada študentka vstaja pred šesto uro, da se pripravi na jutranje predavanje.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pet minut pred osmo;Pet minut pred osmo sem že čakal na avtobus, ki je končno prišel.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pet minut pred osmo;Zvonček je zazvonil pet minut pred osmo, ko smo se zbrali v dvorani.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pet minut pred osmo;Pet minut pred osmo sem si vzel čas, da preberem zadnje e‑Nailove pred sestankom.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pet minut pred osmo;Učitelj je opozoril, da se učenci morajo umakniti pet minut pred osmo, da se izognejo zamudam.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pet minut pred osmo;Pet minut pred osmo sem se še zadnjič sprehodil po parku, preden sem se odpravil v pisarno.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;jemati zdravila pred jedjo;Zdravnik mi je svetoval, da Jemma zdravila pred jedjo, da se zmanjša tveganje za želodčne težave.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;jemati zdravila pred jedjo;Če želiš, da zdravilo deluje učinkoviteje, ga vzemi pred jedjo in ne po njej.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;jemati zdravila pred jedjo;Moja babica vedno poudarja, da je pomembno jemati zdravila pred jedjo, ker se tako bolje absorbira.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;jemati zdravila pred jedjo;Pri zdravilu za zniževanje holesterola je priporočilo, da ga zaužiješ pred jedjo, da dosežeš optimalen učinek.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;jemati zdravila pred jedjo;Lekarnar mi je pojasnil, da naj zdravilo vzamem pred jedjo, saj se drugače lahko pojavijo neželeni učinki.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;odstopiti pred koncem tekmovanja;Po tehtnem premisleku sem se odločil, da odstopim pred koncem tekmovanja, ker se ne počutim dovolj pripravljeno.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;odstopiti pred koncem tekmovanja;Ekipa je izbrala, da bo njen predstavnik odstopil pred koncem tekmovanja, da omogoči novemu igralcu vstop.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;odstopiti pred koncem tekmovanja;Če se poškoduješ, je pametno odstopiti pred koncem tekmovanja, da ne ogroziš ostalih tekmovalcev.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;odstopiti pred koncem tekmovanja;Trener je svetoval športniku, naj odstopi pred koncem tekmovanja, ker je utrujenost prevelika.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;odstopiti pred koncem tekmovanja;Vendar sem se odločil, da ne bom odstopil pred koncem tekmovanja, saj sem prepričan o svojih sposobnostih.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;uro pred začetkom predstave;Uro pred začetkom predstave sem si ogledal zadnje priprave na odru.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;uro pred začetkom predstave;Režiser je zahteval, da se vsi igralci zberejo uro pred začetkom predstave za zadnji pregled scenarija.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;uro pred začetkom predstave;Uro pred začetkom predstave sem si privoščil kavo v zadnji dvorani, da se pomirim.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;uro pred začetkom predstave;Naš tehnični direktor je opozoril, da moramo kontrolirati osvetlitev uro pred začetkom predstave.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;uro pred začetkom predstave;Uro pred začetkom predstave sem pozabil izklopiti mobilni telefon, kar je povzročilo neprijetno položaj.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;poznava se od pred vojne;Moji starši poznava se od pred vojne in še vedno obujajo spomine na tiste težke čase.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;poznava se od pred vojne;Sosedje poznava se od pred vojne, ko sta se prvič srečala na tržnici.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;poznava se od pred vojne;V našem mestu poznava se od pred vojne, saj sta oba bila učitelja v času okupacije.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;poznava se od pred vojne;Dve prijateljici poznava se od pred vojne, ko sta se spoznali v skrivni skupnosti.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;poznava se od pred vojne;Stari prijatelj iz otroštva poznava se od pred vojne, ko sta se igrala v ruševinah.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;otroci pred petim letom starosti;Otroci pred petim letom starosti se pogosto učijo osnovnih številk in črk.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;otroci pred petim letom starosti;V vrtcu so organizirali igro za otroke pred petim letom starosti, da razvijajo motorične spretnosti.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;otroci pred petim letom starosti;Pri nas v skupnosti otroci pred petim letom starosti že sodelujejo v manjših gledaliških predstavah.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;otroci pred petim letom starosti;Zdravnik je svetoval, da se pri otrocih pred petim letom starosti redno preverja vid.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;otroci pred petim letom starosti;Otroci pred petim letom starosti že obožujejo branje pravljic pred spanjem.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;večer pred praznikom;Večer pred praznikom smo okrasili hišo z lučmi in venčnimi.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;večer pred praznikom;Včeraj to je bil večer pred praznikom, smo se zbrali okoli kamna in peli tradicionalne pesmi.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;večer pred praznikom;Naš vodja nas je povabil na večer pred praznikom, da skupaj načrtujemo novoletne dogodke.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;večer pred praznikom;Večer pred praznikom je bil poln pričakovanj, ko smo pripravljali darila za bližnje.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;večer pred praznikom;V tem večeru pred praznikom sem se sprehajal po mestu in občudoval okrasitev ulic.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;leta petinštirideset pred našim štetjem;Leta petinštirideset pred našim štetjem je bila v mestu zgrajena nova knjižnica.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;leta petinštirideset pred našim štetjem;Petinštirideset let pred našim štetjem smo se odločili za ustanovitev kulturnega središča.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;leta petinštirideset pred našim štetjem;V tem času, petinštirideset let pred našim štetjem, je bilo v pokrajini uvedeno novo kmetijsko gospodarstvo.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;leta petinštirideset pred našim štetjem;Petinštirideset let pred našim štetjem je bilo v mestu ustanovljeno društvo za ohranjanje tradicije.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;leta petinštirideset pred našim štetjem;Zgodovinarji pogosto omenijo, da je petinštirideset let pred našim štetjem prišlo do pomembnih političnih sprememb.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred in po uporabi;Pred in po uporabi tega čistila je treba nositi zaščitna očala.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred in po uporabi;Navodila pravijo, da je treba roke temeljito oprati pred in po uporabi novega šampona
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred in po uporabi;Pred in po uporabi naprave je priporočljivo izklopiti glavno napajanje za varnost.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred in po uporabi;Zdravstveni strokovnjak je poudaril, da je treba izdelek shraniti v hladnem prostoru pred in po uporabi.
pred;2345;za izražanje časa, trenutka, do katerega dejanje sega ali se uresniči:;pred in po uporabi;Pri tem postopku je bistveno, da se orodje očisti pred in po uporabi, da se prepreči onesnaženje.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;tu smo varni pred dežjem;Ko smo v šotoru, smo varni pred dežjem.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;tu smo varni pred dežjem;Otroci so ostali v avtu, ker so bili varni pred dežjem.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;tu smo varni pred dežjem;Včeraj smo se odpravili na izlet, a smo se hitro zatekli pod streho, da smo bili varni pred dežjem.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;tu smo varni pred dežjem;Moj brat trdi, da je v tem podstrešju vedno varno pred dežjem.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;tu smo varni pred dežjem;Po napornem dnevu smo se usedli na teraso, kjer smo bili varni pred dežjem.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;zavarovati pred mrazom;Starejši naj bi zavarovali pred mrazom vse svoje dragocene spomine.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;zavarovati pred mrazom;Sosedje so nam danes prinesli odeje, da bomo zavarovani pred mrazom.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;zavarovati pred mrazom;Moj dedek je že od mladosti vedel, kako zavarovati pred mrazom svoje roke.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;zavarovati pred mrazom;V tem zimskem kampu bodo šotorkedodatno ojačali, da bodo zavarovani pred mrazom.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;zavarovati pred mrazom;Če bomo zapirali okna, bomo hišo zavarovali pred mrazom.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;bežati pred sovražniki;Ko so se vojaki umaknili, je ostala skupina civilistov, ki je morala bežati pred sovražniki.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;bežati pred sovražniki;Po neuspelem napadu so se Vegli pred sovražniki v gozd.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;bežati pred sovražniki;Mlada ženska je se spet znašla v položaju, kjer je morala bežati pred sovražniki po mestnih ulicah.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;bežati pred sovražniki;Naša ekipa se je odločila, da bo v temi bežala pred sovražniki, da ne bo izpostavljena lučim.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;bežati pred sovražniki;V zgodbi je glavni junak moral bežati pred sovražniki, dokler ni našel varnega zavetja.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;braniti pred napadalci;Policija je postavila ograje, da bi prebivalce branila pred napadalci.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;braniti pred napadalci;Stara hiša je bila okrašena z železnimi rešetkami, ki bodo branile pred napadalci.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;braniti pred napadalci;Naši varnostniki so bili usposobljeni, da bodo branili pred napadalci tudi ponoči.
pred;2346;za izražanje česa negativnega, čemur se je treba izogibati, česar delovanje, vpliv je treba preprečiti, odvrniti:;braniti pred napadalci;Moj brat je včeraj povedal, da bo zgradil ograjo, ki bo branila pred napadalci.
